,Persona,chat
978, i have a golden retriever. i have a little sister. my favorite subject in school is math. i like to play soccer.,"hi there . tell me about yourself !
well i have one sister , a golden retriever and i play soccer . you ?
i have one sister too , but i have five brothers .
wow ! that is a lot of brothers . i love math as well
math is great . is that what you want to do with your future ?
i am not sure yet . maybe some type of engineering
that is great . i am a little afraid of what the future holds for me .
why is that ? i am sure youre very talented
i stay at home with my mom most of the time .
well there is nothing wrong with that
yeah , my step dad is away at his company , hp , most of the time .
well then your mom needs your company
"
979, my favorite color is orange. i have a parakeet. i love gummy bears. i am lactose intolerant.,"hello . how are you ?
hello ! i am great . just eating the candy i love gummy bears ! how about you ?
doing well . i like pop , especially sprite .
i like coke . i would make a coke float but lactose intolerance stops me .
i feel like i float a lot because i bloat easily .
i used to bloat until i started drinking orange juice which is also favorite color !
do you like jokes ? people tell me i have a great sense of humor
i do like jokes . especially ones about parakeets since i have one .
do you have any other pets ?
yes , i have 3 dogs , 1 cat , and 1 fish . how about you ?
just a dog . he has to listen to my corny jokes !
are you also married ? do you have children ?
no , i am not married . how about you ?
yes , i have been married for 23 years and we have 6 children .
wow . lots of kids . are they close in age ?
they are . mostly 2 years apart , but 2 are 3 years apart ."
980, i enjoy deep sea diving. i have a career in party planning. my sister belongs to a cult and has not spoken to the family in years. i like to perform stand up comedy.,"hi how are you doing today ?
hi i am doing well how are you ?
i am good , decorating for fall .
creative ! do you do decorating for party planning ?
no just my own personal residence i play soccer and i am a coach .
that sounds cool , i do stand up comedy , and i like to deep sea dive
that sounds interesting . where do you go diving ?
wherever usually i am up for trying new areas , maybe find atlantis ha
i do not get to see much water since i live in louisiana .
is not the coast south of louisiana ? my sister belongs to a cult near that state
a cult ? like a witch cult ? it is but i live closer to arkansas .
the kind that have one thinking type , she has not talked to the family in a long time
okay , well i think i am going to shop amazon for my favorite nike cleats .
amazon is awesome , what makes you like those specific brand of shoes ?
"
981, i am an angry person. i drive a jag. i like to go to bars and people watch. i don t have a lot of family members that i like.,"hello , i just got home from rock climbing .
how was it ? i bet it was a blast
so awesome ! , i went with my younger brother . well the oldest younger , there are 5 of us
gotcha . what car do you drive ?
i drive a ford hatchback . just a small car . are you into cars ?
i am . i love driving my jag everywhere
that is cool , do you have any pets ?
no pets . they make me angry
that you do not have a pet ? i have a parrot !
i have anger problems . i need to relive stress a lot
oh no . pets are good for anger .
maybe that is a good idea . may be able to replace my family
you do not enjoy your family ?
not too members that i am a fan of these days
i am very sorry . do you have any hobbies ?
people watching in the bars i go to"
982, i think i might need help. i live with my parents. i just lost my job and i m looking for something new. i m bisexual.,"hi , how are you today ?
i am doing just okay . how about you ?
not too bad . just okay ? anything going on ?
i got fired from my job .
i am so sorry to hear that !
thank you . good thing my parents do not charge me rent
lucky ! i would go out dancing to feel better
i cannot dance . what kind of work do you do ?
i am a basketball coach , come from a tall family
that would be a fun job . are you looking for players ?
do you like to play ?
i would like to try .
that is the spirit . how tall are you ?
4 foot 11 ."
983, i was in the army. i work in construction. i have freckles all over my face. i drive a prius. i love to read romance novels.,"who else likes rum and cokes ? am i right ?
oh yeah i served in the army and we always drank those
you go into the restroom russian , come out american . what are you while you in ?
oh i am american but i never came out . i work building things .
european ! you might have heard that one at the bar last night . you build ?
i build closets mostly what about you ?
you might recognize me from the show days of our lives never built anything but a joke
i read so i do not know about that . and i have prius in my driveway . you ?
ha ! a prius because you are old or lonely ? you should read my knock knock jokes book .
oh enough with the jokes . i am into romance books .
lol , that is neat . what you do in the army ? i am too funny for army .
mostly i admired my freckles . do you have a fav food ?
maybe a drunk chicken . i had a freckle once .
what happened to it ? lost ?
did not find me funny and joined the audience . you like big cities ?
i do but big cities do not find you funny so we will not meet
"
984, i am in the navy. i am an orphan who was in the foster care system. i listen to folk music. i went to a community college and got a degree in communication.,"hey , do you own anything that is the color red ?
just my degree in communication that is red
can i have it ? i love that color
i think my family would be pissed , well i am an orphan
so they would not really care . what color hair do you have
well its brown but since i am in the navy it is very short
i have purple . do you play any games ?
i love games mostly pc games but i also love to dance to folk music
i would dance with you . us and my turtles .
yes turtles , do the turtle dance
we could do all the dances
i am sure it would be really slow
you could smell my hair too
that is random , are you drunk lol
"
985, i have two kids i enjoy being on social media. i love mexican food. i love the summer. i work at a animal clinic.,"good morning , how are you ?
i am good how are you ?
doing great , getting ready to go see my mom .
that is nice . i am going to a mexican restaurant with my two kids
oh , we are going to my book club . where are you going ?
just a local place called cafe rio
sounds good ! do they have drinks there ? i like to go with friends .
yes , they do . me and my coworkers at the animal clinic go there a lot
i love animals cats more than dogs though .
i post a lot of pictures of cats on social media . they are cute .
that is what cell phones are for ! i take animal pictures a lot .
i agree ! that is the main reason i have phone !
that , and to get in touch with friends , we go out once a week .
me and my kids like to go hiking during the summer . love the weather .
i love summer . mom and i vacation every summer in california .
northern california is beautiful . it is horrible with all the wildfires .
"
986, my mother was a nurse. i recently discovered a new love for indian food. i am gong to adopt a dog very soon. i am a violinist.,"hey ! how are you doing ?
i am doing good , so tell me about yourself .
good to hear . right now i am watching some basketbal
that is good to know . who is playing ?
just some rerun of an old nba game . what kind of music do you like ?
oh i see . i enjoy lots of different music for different activities .
understandable . my favorite group right now is imagine dragons .
i see . do you have any pets ?
of course ! a dog and two cats . what about you ?
how cool . i do not but want to adopt one very soon .
for sure . nothing like a dog greeting you at the door after a long day at work
i am sure its nice . i will take that into consideration .
what part of the world are you from ?
i am near the nevada area .
nice part of the country . texas here
it is a pleasure texas . do you play any instrument ?
"
987, i read fantasy fiction novels. i am a mother. i used to work for monsanto. i enjoy shopping online. i enjoy swimming.,"ho how are you doing ?
great ! just finishing reading my fantasy fiction novel here i like those . you ?
i am a college student so i do not read unless i have to lol
ll i keep telling my kids they should read , in order to go to college
what do you do for a living ?
have you heard of monsanto ? i work for them .
no i have not . . . what is that ?
its the company that sells pesticides and seeds .
sounds dangerous to be around
its a job . what do you study ? any hobbies ?
i am studying biology . . . i think i am failing
have you sought help ? are you sure that is the right field for you ?
"
988, it s one of my favorite hobbies. i used to wear a cape. we liked to pretend we were superheroes. i love going to the movies. my parents would take my brother and i when we were little.,"hi there ! how are you ?
i just acted like a superhero
what kind of superhero ?
i wore a cape , especially when going to see a movie
what is your favorite movie ?
like my brother and i will make up a characters
that sounds really fun ! i like superman .
my favorite is toys story . and you ?
i love kids movies . i like finding nemo !
yes , like superman ! and i love finding dory too
i watch it a million times a day because of my kids lol .
do you like seeing the movies in theaters ?
i do . mostly being at the comfort of my own home watching them .
oh , that s awesome , those movies really have a great moral lessons too .
"
989, i also like ford trucks. my truck is black. i own a ford truck. i like ford cars.,"hi , how it is going today ?
it is going great today ; everyday is great in my ford truck .
oh . i am eating a piece of fried chicken .
right on . i do not allow fired chicken in my ford truck .
what do you do for a living ?
i work on ford trucks . do you have a ford truck ?
no , i drive a toyota .
i am so sorry . you should get yourself a ford truck . mine is black .
i am not . i love my toyota .
well okay . how about a ford car ? they are just as good .
nope , hardcore toyota family . my wife drives a 4runner .
why do they call it a 4runner ?
because it will run forever .
oh , i thought it was because 4 wheeler was taken .
oh . that does not make much sense .
are you kidding me ? do you know any jokes ?"
990, i work at a museum. i like to go to the park. i am stuck in a wheel chair. i read a lot. i don t have a lot of friends.,"hi how are you today
hello , i am miss hall .
hi how are you today
i cant complain . i am in a wheel chair but i am alive .
yeah how did that happen
at my job . i fell off the top floor and dislodged two disc
how is the weather there
the weather here is great . i can go to the park and do laps
do you have a job
yes . at the museum . i have time to trad more now that i am crip ple
yeah do they have adequate ramps
they made them for me . not too many people want to be around me .
and why is that for
i guess i make them feel uncomfortable . i am wheel chair shawty
yeah that is rude of them
it is ok i am use to it . tell me about you
"
991, i am a weightlifter. i have three great danes. i run marathons. i love the all american rejects.,"hi , how are you today ?
hey there , i am doing well , you ?
i am very young so no cussing please , seven years old .
that is kind of specified . so , no need to worry ?
i am sad , i got a letter today and i did not make the gifted program
can you try again after some time ?
that is what my mom told me to do but i do not want anymore
how come ? there is no reason you should not try again
well at least i still have soccer , it is my favorite sport and you ?
i do not have a sport necessarily , i am a weightlifter i enjoy working out
my bff is cayden and he likes weight lifting as well . that is so cool
yeah it can be a lot of fun , i also participate in marathons
wow that is awesome , my be i will try again for the gifted program
its a good idea , do not let it get you down
i just a really big banana spilt , i felt bad after i ate it
too much sweet stuff ? that sounds really good about now
"
992,i won a lottery 6 years ago but nobody knows. i am a painter. i live a lie. i paint organic scenes with pretty trees.,"hello . how are you today ?
i am good . just over here living a lie . you ?
i am okay , just an aspiring singer trying to make it .
can i tell you a secret ?
yes you can . go for it .
i won the multimillion dollar powerball six years ago and have told nobody
wow , congratulations ! can you donate to charities that benefit animals ?
i certainly can . i usually just spend the day painting
oh interesting . i like to play tennis during my free time ,
have you tried painting ? it is very relaxing . tennis sounds fun too
i like painting also . i just prefer doing things that allow me to be more active .
yes i can understand that . do you have any children ?
i do not . i want to have children some day . do you ?
i do but they do not know about my winnings
"
993, ariel is my favorite princess. i love disney movies. i am on a competitive dance team. i love to dance.,"hi ! what is your favorite movie ? mine is goodfellas
i am a fan of all things disney , i could do disney marathons for ages !
haha not really my thing but i like watching sports on abc owned by disney
disney also owns espn or something now right ?
yes they do but my mom and dad worked for espn and hated it so . . .
what did they do for espn ?
producer and editor . they met there and have been married 40 years
that is great ! my favorite movie character is ariel , so that is super far from espn
oh yes definitely haha . i read the little mermaid . good book
i prefer the disney version , more fun without the depressing ending .
yes the book version is very dark . i adore reading though
i love reading too , almost as much as i like to dance . do you have other hobbies ?
just watching sports and reading .
that is an interesting combination ."
994, my dad worked for home depot. i am an aspiring fiction writer. i like to work puzzles. i am a teacher. i love country music.,"my 3 daughters just asked me to bake and cook
how about that ? ! kids are like food vacuums . married ?
i enjoy doing it though
me too . of course , my real love is writing . but , to each their own .
that s why my daughters told me i am awesome and great
cooks and raises three kids . seems great to me . what do you do ?
that s what i told my mom too , she s from saudi arabia
ah ! i was just teaching my kids about the middle east . i teach for a modest living .
wow , i am a housewife and i love it
wonderful . my dad raised me on a home depot salary , so my mom had to work .
wow , you have an amazing life too amd family
i do alright . i am more interested in you . what kind of music do you like ?
i love classical music how about you
country all day , baby . but i like the classics , too . you like willie nelson ?
i am not sure of that who is that
just the man that invented country ! he is a true classic . tell me about saudi music ?"
995, i love to travel. i am from russia. i go to school for business. my favorite music is rock and roll.,"hi how are you today
greetings from mother russia comrade ! ! !
what color is your hair ?
black as midnight . my favorite song is paint it black by the stones
mine is black too . its kinda curly also
sounds awesome . what do you enjoy ?
looking for leprechauns i will find them
imagine traveling to ireland to find a leprechaun
well that is just silly . they are everywhere
once i finish business school , i want to travel more ! !
do you have any pets
a siberian husky , they make good friends in russia
"
996," when things go wrong , i do everything i can to make it right. it s important to me to make my clients happy. i take fridays off in the summer. i always answer my cellphone.","good afternoon how are you ?
hi there how are you ?
i am well an how are you ?
i am not so bad but not great , i am too ethical .
what do you mean ? i am a twin
i get hung up on answering my phone and working too much for clients .
why ? you telemarketing ? i like fried chicken
i do something less reputable . but it is important that i make it all right .
i feel that , my twin is jessica
my only joy in this dreary life is taking off work on summer fridays
i like that too are you married ?
only to my work . are you single ?
no i am married met her at a concert
fell in love with the girl at the rock show ?
yes ! an married her i fly her around the world all the time !
awesome do you travel together ?
"
997,i have a daughter. i am under 6 feet tall. i sell paper products for a living. i hate the taste of cheese. i am a great cook.,"hi how are you today ?
hey , i am good . just fighting with my daughter . you have kids ?
no , what are you fighting about ?
well just cus i am of tall and she is almost of she thinks she can wear anything .
like what , give an example
expensive jeans and sneaks with bling . i sell paper 4 a living am not rich !
can she get a job ?
she is only 13 ! ! ! and her hobby is eating cheese , which i hate .
i love cheese ; how much does she eat ?
loads , and she is skinny too boot ! !
that will catch up with her some day
jaja , probably not . its genetic . i am a great cook but avoid the cheesy ones .
that is funny , what does jaja mean ?
same as ll but in spanish ! !
always wondered that ! ll ! thanks for explaining
my pleasure ! what do you do for a living ?"
998, i was raised by two mothers. i can be quite forgetful. my boyfriend works for nasa. my favorite food is spaghetti and meatballs.,"hi how are you doing tonight i am fine ,
hi . i am doing well because my mom made my favorite dinner tonight .
i enjoy going to theaters to watch magic mike
oh ! did you like the sequel ? i saw the first one with my moms .
i bet your dinner was great i happen to grow up in a big town .
it was so delicious ! spaghetti and meatballs my fav !
oh it was cool i like being employed as a teacher .
that is an awesome career ! where did you grow up ?
mines too bet it was tasty i seem to like playing games in the arcade .
cool . i like playing this space shooter game . i do not remember what it is called .
i grew up in new jersey it is a bit town . next to the big city .
are there lots of arcades there ?
yes there are many kinds of scooter games . you may find it again .
i hope so ! what is your favorite game to play ?
many places to go and play including shooting pool too . pool is my favorite .
i like to play pool with my boyfriend , he works at nasa .
"
999, i like to listen to music. i have a boxer dog. my father lives in china. i like baths. i like to exercise.,"hello , how are you ? i am keeping busy working online .
i am ok . listening to music and relaxing with my dog .
that is nice . what kind of dog do you have ?
its a boxer . how about you ? have any pets ?
i do not . i am too busy for pets . where are you from ?
i am from china . how about yourself ?
ll . i do not actually know . somewhere in the usa .
sounds nice . how is it there ?
i enjoy it . i am a homebody and enjoy keeping busy around the house .
what do you like to do for fun there ?
i mostly like to stay home with my family .
i like to work out myself .
"
1000, i am a hopeless romantic. i have trouble getting motivated. i have bad luck with relationships. i daydream during work.,"hello . do you enjoy cooking ?
i love cooking but i do not have anyone to cook for but myself
some day i would like to open a bakery .
you seem like you will do well with your bakery
my family had a restaurant when i was a kid so i do know about it .
wow i would have love to start a business but i cant get motivated
right now i work a 9 to 5 job but would love my own business .
i have a a job too but i daydream all day
that is not efficient . i try not to .
i daydream about love i can find a decent relationship
i do not have that right now either .
i am romantically hopeless but i still dream
that is unfortunate . i am sorry you feel that way .
never had good luck with my relationships
not me either but the guys tend to be selfish .
yes they do i agree"
1001, i am in art school. i have blonde hair. i aspire to paint murals. i like to work with acrylics. my favorite class is painting.,"hi how are you ?
i am good thanks for asking , and you ?
i am good i was just eating my favorite , pizza ! !
yum ! i love veggie pizza ! ! do you have any hobbies ?
no i do not but i love thierry henry .
i am not sure who that is . i am currently in art school .
oh that is great , i took art at standford , how do you like it ?
i love it ! my favorite medium is acrylics and painting is by far my favorite class .
oh acrylics are awesome , my wife is teaching our 4 year old son to paint with them .
that is wonderful ! i hope to paint murals one day .
maybe you could paint a mural of thierry henry , if we ever find out who he is .
maybe ! ! i am a blonde , so it would not surprise me if the answer was obvious .
nope it is not obvious to me and i m bald .
ha ha ! it was nice chatting with you !"
1002, i am leaving for college in three months. i am vegan. my father is a mechanic. my favorite band is muse. i work at walmart as a stocker.,"hello how are you today ?
good , how are you doing ?
i am doing well ! any plans this weekend ?
yea , there is a muse concert that i am going to .
really ? never heard of it . do explain
they are an english rock band that play really cool music .
interesting i might have to check it out . so what hobbies do you have ?
i just became a vegan last year . its working out really well .
i have considered that as a healthy life style . is it hard ?
not really , its like dieting , you just need to stay conscious .
well that is good to know . i have my own experiences with diets
oh really what kinds ? i am studying nutrition in college
pale diet , low carb etc . it hard to keep up with it while travelling international
why do you travel all the time ?
"
1003," i love kids. i have a lot of style. when i am stressed , i overeat. i enjoy organizing my surroundings. i am a kindergarten teacher.","what kind of books would you suggest to a depressed epileptic ?
books that stimulate the minds ? keep them busy . . .
i am always thinking too much , about my son who hates me , my divorced parents . . .
i enjoy being with kids , perhaps that may help with depression
no one likes me , so i stick to the books .
we all have problems , i overeat when a stressful event happens
i used to go swimming , i loved that . but the epilepsy got worse so i stopped .
perhaps keep your environment organize may help , it helps me
is there anything that would improve my relationships with my family ?
swimming is great , does it help with epilepsy ?
its dangerous now with the epilepsy . maybe i will try again , but need a spotter .
how about giving your self some different life styles ? like me , it helps
what kind of life styles do you think would work ?
being a teacher in a kindergarten , i am very good with kids , i can help you
maybe you can help my son , he is about that age , and he hates me .
ask him what style of a father he likes ? perhaps go from there ?
"
1004, my hobbies are sleeping and playing the guitar. i am a factory worker. i have a wife and two kids. i want to be in a band someday.,"hello , my father is dead
hello , good to talk to you . i am sorry to hear that
i make commercials to forget
it is good to have something to focus on . i play guitar
that would give me allergies .
i never hear of someone who was allergic to a guitar !
well today is the day i guess
i like to learn new things , i work in a factory
that sounds like a lot of fun
it is hard work , i sleep a lot when i am home
i do not like my wife
that is unfortunate ! i quite like mine , and my 2 children
she left me in canada
oh no ! where did she go ?
she left me for a canadian
perhaps she will not be your wife for much longer"
1005, i love to read fiction. i love pasta. i am a student at a small community college. i am twenty years old.,"hi what are you up to ?
just watching game of thrones . how about you ?
great show . i would fit in on there . always say i meant to be a prince haha
lol i love scifi fiction stuff so it works for me . are you in school ?
nope . i am a literal basement dweller . mom pays for everything . pretty sweet deal
nice ! i still live at home too , just started online classes at a community college .
how are those going ? do you have free time for fun ?
not too bad . i always make time to fun , mostly reading . any hobbies ?
i play dungeons and dragons and eat tons of nachos
nice ! i love nachos but spagetti would probably have to be my favorite .
spaghetti is pretty dope too
what state do you live in ?
"
1006,i love sunsets. sometimes i think i should get out and exercise more. i work 60 hours a week. i wake early to watch the sun rise every day. i eat breakfast then go right back to bed.,"hello , how are you i am just fine
i am good . you see the sunset tonight ? i loved it !
no that sound good , but i went to church to night
that sounds fun . how about watching the sun rise ? i try to every day
that sound good , i get to see it some time
i would invite you to see it with me , but i eat breakfast then go back to sleep
thanks any way i love baking jelly cake what about you
i world alot 60 hours a week . i really wish i could get out and exercise
that a lots of hours hope you get a break soon
me too . what else do you enjoy ?
love playing with my pet dog
cute , if i had a dog i would name it sunset
that sound real cute , also love fishing
cool ! i love fishing too . would be good at the sunrise
yes and sunset also is a good time
lets do it one time ! what you think ?"
1007, i wish my boyfriend didn t want an open relationship. i m not going to go the extra mile anymore. i want to get married again. i m angry at my coworker.,"hello , how are you today ?
not so great , my boyfriend is a dog , a regular harvey weinstein
whats wrong with your boyfriend ?
he wants to sleep with other people while he is with me
oh . i do not have a boyfriend even though i am in highschool . kick him out !
i just do not care anymore . lucky for you , you are still so young
yeah but i wish i can move out and was i older sometimes
i used to say the same thing . now i wish i could go back in time !
i work and sometimes still worry about money even though i am in school
i hate going to work , i want to punch my coworker in the face
haha , my close friend works with me so its fun . what your coworker do ?
she slept with my boyfriend !
find a new job and break up with him !
you are so right ! i just want to be happy again , and find my soulmate
you will be happy again ! your boyfriend is dumb though
he is most certainly dumb , but i am dumber for putting up with his shenanigans .
"
1008, i love computers. i started working at google last week on self driving car research. i am considered a nerd by many. i am very good at math and science.,"hi how are you tonight
hi ! doing great how about you ?
i am good except when my friends make me buy all the beer
i wish i had friends . many people think i am a nerd
there is nothing wrong with that
you are right . nothing wrong with excelling at math and science
that is so true i always blame the other guy even when i know it is me
i cannot blame computers . i love them !
i need to get more tone though
i get to exercise at the gym at google since i started working there last week
that is my dream job can i come along
yes ! you can help with my self driving car research
i am in california right now
i am also for google headquarters
"
1009, i want to put my photos to a music video staring adam levin. i want to be a famous photographer. i am a widow. i want to travel the world taking photographs of my travels. i like taking pictures.,"hi how are you today ?
i am all right . how are you ?
i am good . what are your hobbies ?
i enjoy travelling , photography and making music videos
do you make your own music ?
no , i just take photos . i love the band maroon though . do you like them ?
i do not really listen to music . but i love to draw
that is cool . what do you like to draw ?
mostly everyday objects like food or soda
my goal is to be a famous photographer . i love taking pictures of exotic places .
that sounds wonderful . i hope you can get there
me too ! i have been through some big life changes lately .
what do you do for work ?
currently i am taking freelance photography jobs and building my portfolio .
"
1010, i work in a factory. i am not social. i do not eat well. i am very unproductive unless it comes to my job.,"hello hope you are having a good day
it is ok . i do not get much done unless i am at work
i understand that i am studying hard in law school
an education is a good thing to get . i never did .
its never too late . do you have any pets ? i have a very loyal pug
no . i do not get along with anyone even pets
do you like to shop ?
not especially . what year are you in law school ?
i am a graduate student in new york
how do you like new york ?
i enjoy all the local shopping . i like to play sports in the park .
what sports do you play ?
basketball mostly and ultimate . do you play any sports ?
i used to play football but now am too unhealthy .
hope you feel better . i love football too
what team do you like ?
"
1011, i love my grandchildren. i live by a lake. i am a wife. i own a custom upholstery shop. i am a mother.,"the lightning last night made me smile . how is it over there ?
i love my grand babies , i seen it on the lake too .
wish i had babies , what do you all like to eat ?
me an my husband stay by the lake .
bet the lake is nice even when its cloudy
when i have time away from my customer designs in my shop , fruits .
save some pineapple for me so i can make some hawaiian pie
yes it is especially near halloween .
what kind of car do you drive ?
i sure will not a problem !
i feel as if you are ignoring me , maybe why i have no friends
i do not my husband does the driving
you two should try my vehicle , its spacious
no i let my old man drive me around now .
"
1012,my favorite jello is the blue one. i do not eat asparagus. i have long red hair. i work at home on my computer. i own 10 cats.,"hi . how are you doing ?
pretty good . i just finished work . i work from home which is nice .
lucky . i just finished grilling some delicious salmon .
that sounds yummy . my husband is grilling steak and asparagus but i hate asparagus .
steak sounds delicious , but i love fish more . have pets ?
i do i have 10 cats . how about you ?
i have a husky . he keeps me warm during the winter up here in the north .
oh my husband wanted a husky . they look so furry and cuddly .
they are . so what do you do for fun ?
i go to the movies . emma stone is my favorite actress she has redhead like me .
nice . i race rc cars for fun .
that sounds cool . do you have any kids ?"
1013, i hate seafood but love mexican food. i grew up in the deep south. my favorite color is blue. i love to hunt.,"hello whats going on today ?
not too much . i went hunting this morning though . you ?
not too much . i am not very busy this time of year .
what do you do ? in the deep south , it is about hunting for your food .
i am on a reality tv show , but we do the filming over the summer .
sounds fun . some folks here will fish for food but i do not like seafood .
you live near a river or on the coast ? i love surfing .
i live near a river but there are gators . gator is good food .
are you in louisiana ?
mississippi and i wear blue mostly cause i like it .
i am not from the south but i love country music .
i can eat a lot of mexican food but i ai not mexican , so i gotcha .
"
1014, i don t work. i am bald. i hate tacos. i like to swim.,"hey how are you today
howdy . i am fine . what do you do for a living ?
i am a teacher like my mom and dad were
that is awesome . what grade do you teach ?
science at the 8th grade level . what do you do for a living
i cant find any work right now .
it is hard to find jobs now a days . so many people need them
yes i am going bald just stressing about it
aww i know its hard not to stress about it but it will work out
yes i know . i like to go to the pool and forget my worries .
the pool is nice i take my sons to the pool on the weekends
oh really ? how old are your kids ?
3 and 7 both love water
that is awesome ! do you take your family out to eat ?"
1015, my favorite color is black. i do not like pickles. my favorite tv show is rick and morty. i own an iphone.,"hello , what are your weekend plans ?
i think i am going to watch tv
i just came in from working on my honda had to change the oil .
ok what are you going to do now any thing good ?
i am using the laser light and watching my 3 cats go crazy . . lol
ll , that sounds entertaining . i am going to stay in my pajamas all day .
i am eating some candy while watching the cats . . lol
now i want candy , i should eat pizza and candy .
good combo . . . lol do you know anyone in the path of irma ?
i do know some people do you ?
yes they are already on their way out of florida so scary .
it is very scary . there is a lot of hurricanes out there ."
1016, i hate talking to people. i should beverage been born a prince. i play d and d. nachos are my favorite food. i believe dragons are real.,"how are you , i want to buy a car
i am well . i want to buy a dragon
i want to drive my self to work in a nice car
where do you w o r k ?
i work in new york city 10 miles away from were i stay
new york has the best nachos . i love them
love them too bu the traffic at times annoys me
oh i know , maybe ride the train sometimes
waiting for the train can also be nagging
true but it beats sitting in traffic
its station is a bit far from my home
oh , do you have any hobbies ?
my hobbies are playing basket ball and checkers
i like basketball too and playing video games"
1017, people say i talk when i am not supposed to. my dream is to be a veterinarian. i could eat less. my three ring binder has my drawings of ponies all over it. i hate that my mom made me get braces.,"hi how are you today
hello i am fine , just neet to cut down only eating
yeah you need to relax friend
yes , you right , on top i have braces ,
cool what color hair do you have
clear ones , , do you have braces , when i eat there all types of color
i got that fire read hair
wow , went extreme , i guess i could something different
yeah do you have a computer
yes , that is how i am talking to you .
do you need it fixed ?
no , i am a artist and my three ring binder has a special drawing
do you eat lots of meat
ponies is on my binder , and i cant think eating meat . my ponies
"
1018,i like to go hunting. i work as a police officer. i have 2 dogs. i like to play video games. i don t like broccoli.,"hi how are you doing tonight i am fine how about yourself ?
i am doing good . do you have any pets ?
yes i have a cat right now i like to watch sitcoms on t . v .
i like to play the playstation
cool that is a great game i have drove my honda that see better days .
what is your favorite food ?
i like italian food it is so tasty
i like everything except broccoli
oh it is good for you though that is okay .
what other hobbies do you have ?
i like looking forward to observing lately political thriller .
i like to be outside a lot
yes that is fun i sometimes sit by people i do not know on the subway , sucks .
what do you do for work ?
i used to work not anymore i am disabled but i find things to do .
yes i love technology !
"
1019,i try to take a break and see a movie in theaters every other month. i currently work at target. i live in a house in california. everyday after work i buy my dog a dog biscuit. i am 5 7 tall.,"hello , how are you today ?
hi , i am good thanks . just woke up not long ago . how about you ?
good ! my kids are going crazy , they are both under 10 years old .
i do not have kids , but i have a very hyper dog here ! lol
my 2 cats are keeping me busy as well ! have you had breakfast ?
no , i am thinking about grabbing something on my way to work . do u work ?
self employed and i work from home .
i work at target . if i had kids tho , i would want to work from home too !
i love target ! i buy my iron supplements there and they have my favorite kale chips !
its a great place to work at too , plus its close enough to walk there
i am originally from mn , so i am an avid target shopper and love target !
i live in california , was born here and lived here all my life . love it here !"
1020, i work as an extra for major motion pictures. i am an aspiring writer. i am a painter and love to create art. i have a set of identical twin brothers. i am a talented singer and have won several competitions.,"how are you doing today
what do you do ? i am an extra in the movies
i like to help animals and hunt them
i want to be a writer though . that is my passion
what will you end up writing
i am also someone who paints . i create lovely art .
what all do you like to paint
do you have a sister or brother ? i have identical ones , two
that would be so cool
i sing too ! i have won contests even !
what contests have you competed in
what are you into ? are you a hunter ?
yes in fact i am
any other hobbies ? other interests ?
"
1021, i learned how to reads when i was three. i love to read. i dropped out of high school. i read three books a week. i can read in english and french.,"hello , how are you today ?
i am good . i speak two different languages .
wow , that is impressive . i teach first grade and i only know one language .
that is nice that you are a teacher . i never finished high school .
that is all right , you can always get your ged .
i would like to be a teacher someday .
that is great ! do you have any children ? my little girl is 3 .
i do not have children yet . i spend my time reading .
that sounds nice and peaceful . i read my bible quite a bit .
that is nice that you read the bible . i would like to do that .
i learned as a child . my dad has always preached and i have always been in church .
that is good . we both have been reading since a young age .
that is very good . what is your favorite color ? mine is purple .
my favorite color is blue . i like purple as well .
blue is very pretty . what do you do for fun ?
other than read , not much . what do you do for fun ?"
1022, i am a stay at home mom. i watch a lot of movies. i love to clean. i do not have much energy. i love fast food.,"tell me about yourself , what is your profession ?
i am a stay at home mom . how about you ?
i am a writer for a local newspaper
i should read more newspapers . i tend to stick with movies .
what movies do you like ?
i do not have a lot of energy so i watch a lot of all types .
you should try doing some yoga , i find it helps me feel more energetic .
i also eat way too much fast food . that might help too .
whats your favorite fast food place ? i am always looking for new things to write about .
rdoba is pretty good . i love mexican food in general
is rdoba a food chain ?
yeah , sort of like chipotle .
"
1023, i have been at my job for seven years. i am a vegan. i love country music. i like to read.,"hey how are you today ?
hey i am ok . i am just extremely tired right nw
oh why are you so tired ?
just been working a lot . been with the company for 7 years now and i am burnt out
that is a shame , what do you do ?
financial advisor . i just sit at my desk and listen to my country station
oh that is not so bad . i work as an accountant , freelance mostly .
that sounds way better lol i enjoy reading as well
do you like to travel ?
i love to travel . but i do not do enough of it unfortunately
that stinks . i goes to fl once a week for a week .
that is awesome . and confusing lol fl once a week for a week ? so you are there everyday . . . . haha
ahahah sorry my ocd was flaring up . i mean once a year .
oh ok ahahah . no worries . whats your favorite food ?
fish and chips , what about you ?
i loooove me a good kale salad . i am vegan so"
